item_id,sell,profit,margin_pct,in_stock,oos,on_hold,sold,error_flags,ACTION,reason,ebay_url,title
406484917709,19.7,10.41,52.8,1,0,0,0,,CLOSE,0 sold (dead weight),https://www.ebay.com/itm/Wooden-Soap-Dish-Set-2-Self-Draining-Bar-Soap-Holders-Shower-Bathroom-/406484917709,Wooden Soap Dish Set of 2 Self Draining Bar Soap Holders for Shower Bathroom
406484917143,17.0,7.11,41.8,1,0,0,0,,CLOSE,0 sold (dead weight),https://www.ebay.com/itm/Bamboo-Soap-Dish-Draining-Bar-Soap-Holder-Tray-Shower-Sink-Black-/406484917143,Bamboo Soap Dish Draining Bar Soap Holder Tray for Shower Sink Black
406484916598,15.69,7.0,44.6,1,0,0,0,,CLOSE,0 sold (dead weight),https://www.ebay.com/itm/Solid-Teak-Wood-Bar-Soap-Holder-Dish-Draining-Soap-Saver-Shower-Sink-/406484916598,Solid Teak Wood Bar Soap Holder Dish Draining Soap Saver for Shower Sink
406484913619,27.0,7.01,26.0,1,0,0,0,"VeRO,title-changed",CLOSE,"0 sold (dead weight) | flags: VeRO,title-changed",https://www.ebay.com/itm/Dog-Paw-Nose-Balm-Stick-Coconut-Oil-Moisturizer-Dry-Cracked-Pads-1-3oz-/406484913619,Dog Paw Nose Balm Stick Coconut Oil Moisturizer for Dry Cracked Pads 1.3oz
406484908973,67.0,16.65,24.9,1,0,0,0,,CLOSE,0 sold (dead weight),https://www.ebay.com/itm/Silent-Groom-Pro-Pet-Nail-Grinder-Low-Noise-Claw-Trimmer-Dogs-Cats-/406484908973,Silent Groom Pro Pet Nail Grinder Low Noise Claw Trimmer for Dogs Cats
406484908369,50.35,12.46,24.7,1,0,0,0,title-changed,CLOSE,0 sold (dead weight) | flags: title-changed,https://www.ebay.com/itm/LED-Drawing-Board-Kids-Light-Up-Acrylic-Dry-Erase-Note-Board-Stand-/406484908369,LED Drawing Board for Kids Light Up Acrylic Dry Erase Note Board with Stand
406484905972,30.4,7.0,23.0,1,0,0,0,"VeRO,title-changed",CLOSE,"0 sold (dead weight) | flags: VeRO,title-changed",https://www.ebay.com/itm/Care-Bears-x-Wicked-2-Pack-Plush-Glinda-Elphaba-Love-Lot-Good-Luck-Box-Set-/406484905972,Care Bears x Wicked 2 Pack Plush Glinda Elphaba Love A Lot Good Luck Box Set
406484904134,59.33,14.09,23.7,1,0,0,0,"VeRO,title-changed",CLOSE,"0 sold (dead weight) | flags: VeRO,title-changed",https://www.ebay.com/itm/Jurassic-W-Interactive-Baby-Dinosaur-Egg-Toy-100-Sounds-Hatch-Train-/406484904134,Jurassic W. Interactive Baby Dinosaur Egg Toy 100+ Sounds Hatch Train
406484879528,37.0,11.1,30.0,1,0,0,0,VeRO,CLOSE,0 sold (dead weight) | flags: VeRO,https://www.ebay.com/itm/Argan-Oil-Hair-Body-Formula-Signature-Amber-Musk-Floral-Scent-Cruelty-Free-/406484879528,Argan Oil Hair & Body Formula Signature Amber Musk Floral Scent Cruelty Free
406484866538,355.09,168.34,47.4,0,1,0,0,VeRO,CLOSE,"no available stock (OOS 1 / on-hold 0), 0 sold — oversell risk | flags: VeRO",https://www.ebay.com/itm/Retinol-Caffeine-Eye-Balm-Stick-10g-Under-Eye-Hydrating-Dark-Circles-/406484866538,Retinol Caffeine Eye Balm Stick 10g Under Eye Hydrating Dark Circles
406484860340,47.0,9.61,20.4,1,0,0,0,title-changed,CLOSE,0 sold (dead weight) | flags: title-changed,https://www.ebay.com/itm/1-Inch-Curling-Iron-Long-Barrel-Titanium-Ceramic-Wand-Fast-Heat-Dual-Voltage-/406484860340,1 Inch Curling Iron Long Barrel Titanium Ceramic Wand Fast Heat Dual Voltage
406484788286,47.0,13.61,29.0,1,0,0,0,"VeRO,title-changed",CLOSE,"0 sold (dead weight) | flags: VeRO,title-changed",https://www.ebay.com/itm/HDMI-Capture-Card-4K-60FPS-1080P-240FPS-USB-3-0-Video-Grabber-Streaming-/406484788286,HDMI Capture Card 4K 60FPS 1080P 240FPS USB 3.0 Video Grabber Streaming
406484787138,32.15,7.0,21.8,1,0,0,0,title-changed,CLOSE,0 sold (dead weight) | flags: title-changed,https://www.ebay.com/itm/Women-s-Bikini-Trimmer-Dual-Head-Waterproof-Cordless-Fast-Charge-Purple-/406484787138,Women’s Bikini Trimmer Dual Head Waterproof Cordless Fast Charge Purple
406484786788,188.98,27.15,14.4,0,1,0,0,,CLOSE,"no available stock (OOS 1 / on-hold 0), 0 sold — oversell risk",https://www.ebay.com/itm/Dual-Monitor-KVM-Switch-HDMI-DisplayPort-2-Computers-8K-4K-144Hz-USB3-/406484786788,Dual Monitor KVM Switch HDMI DisplayPort 2 Computers 8K 4K 144Hz USB3
406484784980,29.39,8.61,29.3,1,0,0,0,,CLOSE,0 sold (dead weight),https://www.ebay.com/itm/Biodegradable-Bamboo-Toothbrush-10-Pack-Compostable-Natural-Wooden-Toothbrush-/406484784980,Biodegradable Bamboo Toothbrush 10 Pack Compostable Natural Wooden Toothbrush
406483580227,33.28,7.0,21.0,1,0,0,0,"VeRO,title-changed",CLOSE,"0 sold (dead weight) | flags: VeRO,title-changed",https://www.ebay.com/itm/Natural-Cold-Process-Bar-Soap-Men-3-Pack-5oz-Wood-Barrel-Birchwood-/406483580227,Natural Cold Process Bar Soap for Men 3 Pack 5oz Wood Barrel Birchwood
406483577401,27.47,7.0,25.5,1,0,0,0,VeRO,CLOSE,0 sold (dead weight) | flags: VeRO,https://www.ebay.com/itm/Mens-Luxury-Triple-Milled-Lime-Soap-Bar-8-8oz-Made-France-Paraben-Free-/406483577401,Mens Luxury Triple Milled Lime Soap Bar 8.8oz Made in France Paraben Free
406477323910,32.25,7.07,21.9,1,0,0,0,VeRO,CLOSE,0 sold (dead weight) | flags: VeRO,https://www.ebay.com/itm/Micromags-Winter-Wonder-Travel-Set-26-Piece-Magnetic-Building-Toy-/406477323910,Micromags Winter Wonder Travel Set 26 Piece Magnetic Building Toy
406477323184,183.77,22.73,12.4,0,1,0,0,title-changed,CLOSE,"no available stock (OOS 1 / on-hold 0), 0 sold — oversell risk | flags: title-changed",https://www.ebay.com/itm/T1-Mini-Translator-Device-No-WiFi-Needed-40-Languages-Global-Data-Blue-/406477323184,T1 Mini Translator Device No WiFi Needed 40 Languages Global Data Blue
406477319135,187.0,28.61,15.3,0,1,0,0,,CLOSE,"no available stock (OOS 1 / on-hold 0), 0 sold — oversell risk",https://www.ebay.com/itm/Language-Translator-Device-Real-Time-Two-Way-150-Languages-No-WiFi-/406477319135,Language Translator Device Real Time Two Way 150 Languages No WiFi
406477316523,234.54,29.02,12.4,0,0,1,0,,CLOSE,"no available stock (OOS 0 / on-hold 1), 0 sold — oversell risk",https://www.ebay.com/itm/T1-Mini-Translator-Device-No-WiFi-Needed-40-Languages-Global-Data-/406477316523,T1 Mini Translator Device No WiFi Needed 40 Languages with Global Data
406477258994,255.38,83.59,32.7,0,2,0,0,title-changed,CLOSE,"no available stock (OOS 2 / on-hold 0), 0 sold — oversell risk | flags: title-changed",https://www.ebay.com/itm/AI-Translation-Earbuds-Real-Time-144-Languages-Wireless-Charging-Case-/406477258994,AI Translation Earbuds Real Time 144 Languages Wireless with Charging Case
406391994832,34.6,11.07,32.0,0,1,0,0,VeRO,CLOSE,"no available stock (OOS 1 / on-hold 0), 0 sold — oversell risk | flags: VeRO",https://www.ebay.com/itm/External-DVD-Drive-USB-3-0-Type-C-Slim-CD-DVD-RW-Burner-Player-Laptop-PC-/406391994832,External DVD Drive USB 3.0 Type-C Slim CD DVD RW Burner Player for Laptop PC
406391992792,29.29,9.56,32.6,0,1,0,0,VeRO,CLOSE,"no available stock (OOS 1 / on-hold 0), 0 sold — oversell risk | flags: VeRO",https://www.ebay.com/itm/Rechargeable-Hand-Warmers-UT5-Nano-Slim-7H-2-Heat-Smart-Temp-Control-Pocket-/406391992792,Rechargeable Hand Warmers UT5 Nano Slim 7H*2 Heat Smart Temp Control Pocket
406391990985,57.0,13.11,23.0,1,0,0,0,VeRO,CLOSE,0 sold (dead weight) | flags: VeRO,https://www.ebay.com/itm/Freesip-Sway-Water-Bottle-30oz-Stainless-Steel-Straw-Leak-Proof-BPA-Free-Black-/406391990985,Freesip Sway Water Bottle 30oz Stainless Steel Straw Leak-Proof BPA-Free Black
406391990402,157.0,33.11,21.1,1,0,0,0,VeRO,CLOSE,0 sold (dead weight) | flags: VeRO,https://www.ebay.com/itm/Arkpro-EDC-Flat-Flashlight-1500LM-Rechargeable-UV-Green-White-LED-USB-C-Orange-/406391990402,Arkpro EDC Flat Flashlight 1500LM Rechargeable UV Green White LED USB-C Orange
406391989337,85.33,27.19,31.9,0,0,1,0,VeRO,CLOSE,"no available stock (OOS 0 / on-hold 1), 0 sold — oversell risk | flags: VeRO",https://www.ebay.com/itm/Christmas-Projector-Lights-Outdoor-w-Remote-Holiday-Show-House-Yard-Party-/406391989337,Christmas Projector Lights Outdoor w/ Remote Holiday Show for House Yard Party
406391988690,47.0,9.61,20.4,0,1,0,0,,CLOSE,"no available stock (OOS 1 / on-hold 0), 0 sold — oversell risk",https://www.ebay.com/itm/Plasma-Ion-Hair-Dryer-1800W-w-Diffuser-Comb-Fast-Drying-Foldable-Travel-/406391988690,Plasma Ion Hair Dryer 1800W w/ Diffuser Comb Fast Drying Foldable Travel
406391987467,18.05,7.0,38.8,0,1,0,0,title-changed,CLOSE,"no available stock (OOS 1 / on-hold 0), 0 sold — oversell risk | flags: title-changed",https://www.ebay.com/itm/Lymphatic-Contour-Face-Brush-Manual-Drainage-Massager-Gentle-Bristles-Sculpting-/406391987467,Lymphatic Contour Face Brush Manual Drainage Massager Gentle Bristles Sculpting
406391986094,246.66,76.18,30.9,0,1,0,0,title-changed,CLOSE,"no available stock (OOS 1 / on-hold 0), 0 sold — oversell risk | flags: title-changed",https://www.ebay.com/itm/Spritz-Shine-Cheirosa-Perfume-Mist-Set-4-Pack-Holiday-Gift-Exclusive-/406391986094,Spritz & Shine Cheirosa Perfume Mist Set 4-Pack Holiday Gift Exclusive
406391984267,37.66,15.68,41.6,1,0,0,0,"duplicate,title-changed",CLOSE,"0 sold (dead weight) | flags: duplicate,title-changed",https://www.ebay.com/itm/10-Chicken-Shredder-Tool-Pro-Meat-Shredder-BPA-Free-Anti-Slip-Kitchen-Black-/406391984267,"10"" Chicken Shredder Tool Pro Meat Shredder BPA-Free Anti-Slip Kitchen Black"
406391984016,58.5,16.23,27.7,1,0,0,0,"VeRO,title-changed",CLOSE,"0 sold (dead weight) | flags: VeRO,title-changed",https://www.ebay.com/itm/Instant-FirmX-Eye-Tightener-Temporary-Under-Eye-Lift-Anti-Aging-Serum-/406391984016,Instant FirmX Eye Tightener Temporary Under Eye Lift Anti-Aging Serum
406391981505,90.63,25.68,28.3,1,0,0,0,title-changed,CLOSE,0 sold (dead weight) | flags: title-changed,https://www.ebay.com/itm/Bamboo-Cutting-Board-Set-3Pcs-Non-Slip-Juice-Groove-Handles-Kitchen-Chopping-/406391981505,Bamboo Cutting Board Set 3Pcs Non-Slip Juice Groove Handles Kitchen Chopping
406391923975,71.46,20.4,28.5,1,0,0,0,title-changed,CLOSE,0 sold (dead weight) | flags: title-changed,https://www.ebay.com/itm/Electric-Air-Duster-300000RPM-Cordless-Blower-Fan-Brushless-Motor-Adjustable-/406391923975,Electric Air Duster 300000RPM Cordless Blower Fan Brushless Motor Adjustable
406391922944,37.0,14.11,38.1,1,0,0,0,,CLOSE,0 sold (dead weight),https://www.ebay.com/itm/Universal-USB-PWM-Fan-Hub-Controller-6-Ports-4-USB-EG-HUB01B-Magnetic-Mount-/406391922944,Universal USB PWM Fan Hub Controller 6 Ports 4 USB EG-HUB01B Magnetic Mount
406391918455,97.0,22.11,22.8,1,0,0,0,title-changed,CLOSE,0 sold (dead weight) | flags: title-changed,https://www.ebay.com/itm/B10-Pro-Max-Electric-Air-Duster-130000RPM-6-Speed-One-Tap-Boost-Rechargeable-/406391918455,B10 Pro Max Electric Air Duster 130000RPM 6-Speed One-Tap Boost Rechargeable
406391915026,127.0,22.61,17.8,1,0,0,3,,KEEP+REPRICE,proven seller (3 sold) — optimize price/title,https://www.ebay.com/itm/Lian-Li-8-8-PC-Display-Universal-ARGB-USB-Screen-Temp-Monitor-US88-V1-Black-/406391915026,"Lian Li 8.8"" PC Display Universal - ARGB USB Screen Temp Monitor US88 V1 Black"
406391909245,27.0,8.61,31.9,1,0,0,0,"VeRO,title-changed",CLOSE,"0 sold (dead weight) | flags: VeRO,title-changed",https://www.ebay.com/itm/Avocado-Saver-and-Tomato-Holder-Set-4-Reusable-Food-Storage-Containers-Fridge-/406391909245,Avocado Saver and Tomato Holder Set 4 Reusable Food Storage Containers Fridge
406391905656,49.45,11.7,23.7,1,0,0,0,title-changed,CLOSE,0 sold (dead weight) | flags: title-changed,https://www.ebay.com/itm/UV-Toothbrush-Sanitizer-Holder-Wall-Mounted-Rechargeable-5-Slot-Black-Bathroom-/406391905656,UV Toothbrush Sanitizer Holder Wall Mounted Rechargeable 5 Slot Black Bathroom
406385731143,213.76,41.34,19.3,1,0,0,0,duplicate,CLOSE,"low margin 19%, 0 sold | flags: duplicate",https://www.ebay.com/itm/45-lb-Millennium-Soy-Wax-Beads-Natural-Candle-Making-Supplies-Paraffin-Free-/406385731143,45 lb Millennium Soy Wax Beads Natural Candle Making Supplies Paraffin Free
406385730847,220.05,41.7,19.0,1,0,0,0,,CLOSE,"low margin 19%, 0 sold",https://www.ebay.com/itm/50-lb-Soy-Wax-Flakes-Candle-Making-Kit-100-Pre-Waxed-Wicks-and-Devices-/406385730847,50 lb Soy Wax Flakes Candle Making Kit with 100 Pre Waxed Wicks and Devices
406385729842,22.75,7.0,30.8,0,0,1,0,title-changed,CLOSE,"no available stock (OOS 0 / on-hold 1), 0 sold — oversell risk | flags: title-changed",https://www.ebay.com/itm/45-lb-Soy-Wax-Candle-Making-Kit-100-Pre-Waxed-Wicks-and-Centering-Devices-/406385729842,45 lb Soy Wax Candle Making Kit with 100 Pre Waxed Wicks and Centering Devices
406385729310,277.0,55.11,19.9,1,0,0,0,,CLOSE,"low margin 20%, 0 sold",https://www.ebay.com/itm/20-lb-Wax-Melter-Candle-Making-Wax-Pot-60-100-Degree-Temp-Setting-Black-/406385729310,20 lb Wax Melter for Candle Making Wax Pot 60 100 Degree Temp Setting Black
406385728165,68.49,17.88,26.1,1,0,0,0,,CLOSE,0 sold (dead weight),https://www.ebay.com/itm/Soy-Wax-Candle-Making-Kit-Wax-Melter-3-lb-Wax-Flakes-Pot-Electric-Stove-/406385728165,Soy Wax Candle Making Kit with Wax Melter 3 lb Wax Flakes Pot Electric Stove
406385726577,19.2,8.98,46.8,0,0,1,0,title-changed,CLOSE,"no available stock (OOS 0 / on-hold 1), 0 sold — oversell risk | flags: title-changed",https://www.ebay.com/itm/Scented-Wax-Melts-4-Pack-Soy-Wax-Cubes-Strong-Scent-Ocean-Vanilla-Cinnamon-/406385726577,Scented Wax Melts 4 Pack Soy Wax Cubes Strong Scent Ocean Vanilla Cinnamon
406385725860,46.74,18.39,39.3,0,0,1,0,title-changed,CLOSE,"no available stock (OOS 0 / on-hold 1), 0 sold — oversell risk | flags: title-changed",https://www.ebay.com/itm/Christmas-Wax-Melts-8-Pack-1-06-oz-Each-Long-Lasting-Strong-Scent-Wax-Cubes-/406385725860,Christmas Wax Melts 8 Pack 1.06 oz Each Long Lasting Strong Scent Wax Cubes
406385725146,37.0,8.15,22.0,1,0,0,0,duplicate,CLOSE,0 sold (dead weight) | flags: duplicate,https://www.ebay.com/itm/5-lb-Midwest-Soy-Wax-Beads-100-Natural-Candle-Making-Supplies-Paraffin-Free-/406385725146,5 lb Midwest Soy Wax Beads 100% Natural Candle Making Supplies Paraffin Free
406385724753,28.98,8.29,28.6,0,0,1,0,,CLOSE,"no available stock (OOS 0 / on-hold 1), 0 sold — oversell risk",https://www.ebay.com/itm/Christmas-Scented-Wax-Melts-Soy-Wax-Melts-Gift-Set-Wax-Cubes-Tarts-Warmer-/406385724753,"Christmas Scented Wax Melts, Soy Wax Melts Gift Set, Wax Cubes/Tarts for Warmer - Christma"
406385724403,37.0,11.15,30.1,1,0,0,0,,CLOSE,0 sold (dead weight),https://www.ebay.com/itm/Winter-Scented-Soy-Wax-Melts-6-oz-Non-Toxic-Set-Winterberry-Evergreen-Chestnut-/406385724403,Winter Scented Soy Wax Melts 6 oz Non Toxic Set Winterberry Evergreen Chestnut
406385723280,44.93,13.96,31.1,1,0,0,0,title-changed,CLOSE,0 sold (dead weight) | flags: title-changed,https://www.ebay.com/itm/Premium-Reed-Diffuser-Set-16-9-oz-2-Pack-Tulip-Shower-Long-Lasting-Home-Scent-/406385723280,Premium Reed Diffuser Set 16.9 oz 2 Pack La Tulip Shower Long Lasting Home Scent
406385721746,20.4,7.0,34.3,1,0,0,0,duplicate,CLOSE,0 sold (dead weight) | flags: duplicate,https://www.ebay.com/itm/4-Pack-Scented-Candles-Gift-Set-10-oz-Soy-Wax-100-Hour-Aromatherapy-Women-/406385721746,4 Pack Scented Candles Gift Set 10 oz Soy Wax 100 Hour Aromatherapy for Women
406385716263,33.65,8.26,24.5,1,0,0,0,title-changed,CLOSE,0 sold (dead weight) | flags: title-changed,https://www.ebay.com/itm/Candle-Wick-Trimmer-and-Snuffer-Accessory-Set-Pick-Your-Color-Candle-Care-Kit-/406385716263,Candle Wick Trimmer and Snuffer Accessory Set Pick Your Color Candle Care Kit
406385715983,25.98,7.78,29.9,1,0,0,0,,CLOSE,0 sold (dead weight),https://www.ebay.com/itm/3-1-Candle-Care-Kit-Wick-Trimmer-Snuffer-Dipper-Accessory-Set-Gold-/406385715983,3 in 1 Candle Care Kit Wick Trimmer Snuffer Dipper Accessory Set Gold
406385714871,29.68,8.89,30.0,0,0,1,0,title-changed,CLOSE,"no available stock (OOS 0 / on-hold 1), 0 sold — oversell risk | flags: title-changed",https://www.ebay.com/itm/5-1-Candle-Accessory-Set-Wick-Trimmer-Snuffer-Dipper-Lighter-Tweezers-Black-/406385714871,5 in 1 Candle Accessory Set Wick Trimmer Snuffer Dipper Lighter Tweezers Black
406385714485,27.0,9.61,35.6,1,0,0,0,,CLOSE,0 sold (dead weight),https://www.ebay.com/itm/3-1-Candle-Accessory-Set-Wick-Trimmer-Snuffer-Dipper-Black-Gift-Package-/406385714485,3 in 1 Candle Accessory Set Wick Trimmer Snuffer Dipper Black Gift Package
406385709874,167.15,26.73,16.0,1,0,0,0,duplicate,CLOSE,"low margin 16%, 0 sold | flags: duplicate",https://www.ebay.com/itm/Oud-Nobile-250-ml-Diffuser-White-Stick-Pack-Luxury-Home-Fragrance-Italy-/406385709874,Oud Nobile 250 ml Diffuser with White Stick Pack Luxury Home Fragrance Italy
406385683902,18.75,7.0,37.3,1,0,0,0,,CLOSE,0 sold (dead weight),https://www.ebay.com/itm/2-Pcs-Tealight-Candle-Holder-Glass-Votive-Green-Table-Centerpiece-Wedding-Decor-/406385683902,2 Pcs Tealight Candle Holder Glass Votive Green Table Centerpiece Wedding Decor
